City,Country,Year,Semester,Major,Second major,Program,Term,Gender,ID
Granada,Spain,2018,Spring,Cognitive Neuroscience,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Female,469
Granada,Spain,2018,Spring,Yes,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Female,470
Granada,Spain,2018,Spring,History,Biology,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Female,471
Granada,Spain,2018,Spring,Physics,,*Brown in Granada Spain (CASA) - Intensive Language Program,Spring 2018 ,Male,472
Granada,Spain,2018,Spring,English Literature,Spanish,*Brown in Granada Spain (CASA) - Translation Program,Spring 2018 ,Male,473
Granada,Spain,2018,Spring,Education,,*Brown in Granada Spain (CASA) - Translation Program,Spring 2018 ,Female,474
Granada,Spain,2018,Spring,Linguistics,,*Brown in Granada Spain (CASA) - Translation Program,Spring 2018 ,Female,475
Haifa,Israel,2016,Fall,International Relations,Comparative Literature,University of Haifa - Direct Enrollment,Fall 2016 ,Male,476
Harbin,"China, People's Republic of",2017,Fall,Biochemistry,,CET - Harbin Institute of Technology,Fall 2017 ,Male,477
Harbin,"China, People's Republic of",2018,Spring,International Relations,,CET - Harbin Institute of Technology,Spring 2018 ,Female,478
Havana,Cuba,2016,Fall,Education,,*Brown in Cuba (CASA),Fall 2016 ,Female,479
Havana,Cuba,2016,Fall,Sociology,,*Brown in Cuba (CASA),Fall 2016 ,Female,480
Havana,Cuba,2016,Fall,Comparative Literature,,*Brown in Cuba (CASA),Fall 2016 ,Female,481
Havana,Cuba,2016,Fall,Spanish,,*Brown in Cuba (CASA),Fall 2016 ,Male,482
Havana,Cuba,2016,Fall,International Relations,,*Brown in Cuba (CASA),Fall 2016 ,Female,483
Havana,Cuba,2016,Fall,Development Studies,,*Brown in Cuba (CASA),Fall 2016 ,Female,484
Havana,Cuba,2016,Fall,Music,,*Brown in Cuba (CASA),Fall 2016 ,Male,485
Havana,Cuba,2016,Fall,Political Science,,*Brown in Cuba (CASA),Fall 2016 ,Female,486
Havana,Cuba,2017,Fall,Africana Studies,,*Brown in Cuba (CASA),Fall 2017 ,Male,487
Havana,Cuba,2017,Fall,Africana Studies,,*Brown in Cuba (CASA),Fall 2017 ,Female,488
Havana,Cuba,2017,Fall,American Studies,Art History,*Brown in Cuba (CASA),Fall 2017 ,Female,489
Havana,Cuba,2017,Fall,Biology,None,*Brown in Cuba (CASA),Fall 2017 ,Male,490
Havana,Cuba,2017,Fall,International Relations,,*Brown in Cuba (CASA),Fall 2017 ,Female,491
Havana,Cuba,2017,Fall,Spanish,Development Studies,*Brown in Cuba (CASA),Fall 2017 ,Female,492
Havana,Cuba,2017,Fall,Computer Science,Africana Studies,*Brown in Cuba (CASA),Fall 2017 ,Male,493
Havana,Cuba,2018,Fall,Public Policy and American Institutions,,*Brown in Cuba (CASA),Fall 2018 ,Female,494
Havana,Cuba,2018,Fall,None,None,*Brown in Cuba (CASA),Fall 2018 ,Female,495
Havana,Cuba,2018,Fall,Cognitive Neuroscience,Spanish,*Brown in Cuba (CASA),Fall 2018 ,Female,496
Havana,Cuba,2018,Fall,English Literature,,*Brown in Cuba (CASA),Fall 2018 ,Male,497
Havana,Cuba,2018,Fall,Africana Studies,Political Science,*Brown in Cuba (CASA),Fall 2018 ,Male,498
Havana,Cuba,2017,Spring,Science,None,*Brown in Cuba (CASA),Spring 2017 ,Male,499
Havana,Cuba,2017,Spring,International Relations,,*Brown in Cuba (CASA),Spring 2017 ,Female,500
Havana,Cuba,2017,Spring,Neuroscience,,*Brown in Cuba (CASA),Spring 2017 ,Male,501
Havana,Cuba,2018,Spring,Visual Art,Literary Arts,*Brown in Cuba (CASA),Spring 2018 ,Male,502
Havana,Cuba,2018,Spring,None,,*Brown in Cuba (CASA),Spring 2018 ,Female,503
Havana,Cuba,2018,Spring,Public Policy and American Institutions,,*Brown in Cuba (CASA),Spring 2018 ,Female,504
Havana,Cuba,2018,Spring,Yes,,*Brown in Cuba (CASA),Spring 2018 ,Female,505
Havana,Cuba,2018,Spring,History,,*Brown in Cuba (CASA),Spring 2018 ,Female,506
Havana,Cuba,2018,Spring,Public Policy and American Institutions,,*Brown in Cuba (CASA),Spring 2018 ,Male,507
Havana,Cuba,2018,Spring,Africana Studies,Public Policy and American Institutions,*Brown in Cuba (CASA),Spring 2018 ,Female,508
Ho Chi Minh City,Vietnam,2018,Spring,English Literature,Biology,SIT - Viet Nam: Culture Social Change and Development,Spring 2018 ,Female,509
Ho Chi Minh City,Vietnam,2018,Spring,Race and Ethnicity in America,,SIT - Viet Nam: Culture Social Change and Development,Spring 2018 ,Male,510
Hong Kong,"China, People's Republic of",2016,Fall,Chemical Engineering,,*Brown in Hong Kong,Fall 2016 ,Female,512
Hong Kong,"China, People's Republic of",2016,Fall,Computer Science,,*Brown in Hong Kong,Fall 2016 ,Male,513
Hong Kong,"China, People's Republic of",2016,Fall,Computer Science,,*Brown in Hong Kong,Fall 2016 ,Male,514
Hong Kong,"China, People's Republic of",2016,Fall,International Relations,None,*Brown in Hong Kong - Brown + 1 Program,Fall 2016 ,Male,515
Hong Kong,"China, People's Republic of",2017,Fall,Cognitive Science,Computer Science,*Brown in Hong Kong,Fall 2017 ,Male,516
Hong Kong,"China, People's Republic of",2017,Fall,Economics,,*Brown in Hong Kong,Fall 2017 ,Female,517
Hong Kong,"China, People's Republic of",2017,Fall,Engineering,,*Brown in Hong Kong,Fall 2017 ,Female,518
Hong Kong,"China, People's Republic of",2017,Fall,Economics,Religious Studies,*Brown in Hong Kong,Fall 2017 ,Male,519
Hong Kong,"China, People's Republic of",2017,Fall,Political Science,Economics,*Brown in Hong Kong,Fall 2017 ,Male,520
Hong Kong,"China, People's Republic of",2017,Fall,Art History,Philosophy,*Brown in Hong Kong,Fall 2017 ,Female,521
Hong Kong,"China, People's Republic of",2018,Fall,International Relations,,*Brown in Hong Kong,Fall 2018 ,Female,522
Hong Kong,"China, People's Republic of",2018,Fall,Cognitive Neuroscience,,*Brown in Hong Kong,Fall 2018 ,Female,523
Hong Kong,"China, People's Republic of",2018,Fall,Asian Studies,Sociology,*Brown in Hong Kong,Fall 2018 ,Female,524
Hong Kong,"China, People's Republic of",2018,Fall,International Relations,,*Brown in Hong Kong,Fall 2018 ,Female,525
Hong Kong,"China, People's Republic of",2018,Fall,Computer Science,,*Brown in Hong Kong,Fall 2018 ,Female,526
Hong Kong,"China, People's Republic of",2017,Spring,None,,*Brown in Hong Kong,Spring 2017 ,Male,527
Hong Kong,"China, People's Republic of",2018,Spring,Engineering,,*Brown in Hong Kong,Spring 2018 ,Male,528
Hong Kong,"China, People's Republic of",2018,Spring,Economics,,*Brown in Hong Kong,Spring 2018 ,Male,529
Hong Kong,"China, People's Republic of",2018,Spring,International Relations,History,*Brown in Hong Kong - Brown + 1 Program,Spring 2018 ,Male,530
Jerusalem,Israel,2017,Fall,Religious Studies,History,Hebrew University - Direct Enrollment,Fall 2017 ,Female,531
Jerusalem,Israel,2017,Spring,International Relations,,Hebrew University - Direct Enrollment,Spring 2017 ,Male,532
Jerusalem,Israel,2017,Spring,History,Judaic Studies,Hebrew University - Direct Enrollment,Spring 2017 ,Male,533
Jerusalem,Israel,2017,Spring,History,,Hebrew University - Direct Enrollment,Spring 2017 ,Female,534
Khon Kaen,Thailand,2017,Fall,Urban Studies,,CIEE - Khon Kaen University,Fall 2017 ,Male,535
Kyoto,Japan,2018,Fall,Computer Science,Modern Culture and Media,*Brown in Japan,Fall 2018 ,Male,536
Kyoto,Japan,2018,Spring,Modern Culture and Media,,*Brown in Japan,Spring 2018 ,Male,537
Kyoto,Japan,2018,Spring,Engineering,,*Brown in Japan,Spring 2018 ,Male,538
Kyoto,Japan,2018,Spring,East Asian Studies,Art History,*Brown in Japan,Spring 2018 ,Female,539
Kyoto,Japan,2018,Spring,Computer Science,East Asian Studies,*Brown in Japan,Spring 2018 ,Male,540
Legon,Ghana,2017,Spring,Sociology,American Studies,CIEE - University of Ghana,Spring 2017 ,Female,541
London,United Kingdom,2016,Fall,Yes,,"*Brown in the U.K. - Goldsmiths College, University of London",Fall 2016 ,Female,548
London,United Kingdom,2016,Fall,None,,*Brown in the U.K. - King's College London,Fall 2016 ,Female,549
London,United Kingdom,2016,Fall,Biology,,*Brown in the U.K. - King's College London,Fall 2016 ,Female,550
London,United Kingdom,2016,Fall,Business (General),,"*Brown in the U.K. - Queen Mary College, University of London",Fall 2016 ,Male,551
London,United Kingdom,2016,Fall,Economics,,"*Brown in the U.K. - Queen Mary College, University of London",Fall 2016 ,Female,552
London,United Kingdom,2016,Fall,Psychology,,*Brown in the U.K. - University College London,Fall 2016 ,Female,553
London,United Kingdom,2016,Fall,Biology,Economics,*Brown in the U.K. - University College London,Fall 2016 ,Male,554
London,United Kingdom,2016,Fall,Biochemistry,,*Brown in the U.K. - University College London,Fall 2016 ,Male,555
London,United Kingdom,2016,Fall,No,,*Mid-Year Transfer Program - Brown in the UK - QUEEN MARY LONDON *Restricted Application*,Fall 2016 ,Male,556
London,United Kingdom,2016,Fall,Art History,Political Science,*Mid-Year Transfer Program - Brown in the UK - QUEEN MARY LONDON *Restricted Application*,Fall 2016 ,Male,557
London,United Kingdom,2016,Fall,English Literature,,*Mid-Year Transfer Program - Brown in the UK - QUEEN MARY LONDON *Restricted Application*,Fall 2016 ,Female,558
London,United Kingdom,2016,Fall,History,Theatre Arts and Performance Studies,Fordham University - London Dramatic Academy,Fall 2016 ,Female,559
London,United Kingdom,2017,Fall,Literary Arts,,"*Brown in the U.K. - Goldsmiths College, University of London",Fall 2017 ,Female,560
London,United Kingdom,2017,Fall,Literary Arts,Comparative Literature,*Brown in the U.K. - King's College London,Fall 2017 ,Male,561
London,United Kingdom,2017,Fall,International Relations,Classics,*Brown in the U.K. - King's College London,Fall 2017 ,Male,562
London,United Kingdom,2017,Fall,None,,*Brown in the U.K. - King's College London,Fall 2017 ,Female,563
London,United Kingdom,2017,Fall,Computer Science,,*Brown in the U.K. - King's College London,Fall 2017 ,Female,564
London,United Kingdom,2017,Fall,None,,*Brown in the U.K. - King's College London,Fall 2017 ,Male,565
London,United Kingdom,2017,Fall,English Literature,,*Brown in the U.K. - King's College London,Fall 2017 ,Female,566
London,United Kingdom,2017,Fall,English Literature,,*Brown in the U.K. - King's College London,Fall 2017 ,Female,567
London,United Kingdom,2017,Fall,Biology,,*Brown in the U.K. - King's College London,Fall 2017 ,Female,568
London,United Kingdom,2017,Fall,Art History,None,"*Brown in the U.K. - Queen Mary College, University of London",Fall 2017 ,Female,569
London,United Kingdom,2017,Fall,Economics,Development Studies,*Brown in the U.K. - School of Oriental and African Studies (SOAS),Fall 2017 ,Male,570
London,United Kingdom,2017,Fall,International Relations,English Literature,*Brown in the U.K. - School of Oriental and African Studies (SOAS),Fall 2017 ,Female,571
London,United Kingdom,2017,Fall,PreMed,,*Brown in the U.K. - University College London,Fall 2017 ,Female,572
London,United Kingdom,2017,Fall,Geology,,*Brown in the U.K. - University College London,Fall 2017 ,Female,573
London,United Kingdom,2017,Fall,Chemistry,,*Brown in the U.K. - University College London,Fall 2017 ,Male,574
London,United Kingdom,2017,Fall,Economics,,*Brown in the U.K. - University College London,Fall 2017 ,Female,575
London,United Kingdom,2017,Fall,Economics,,*Brown in the U.K. - University College London,Fall 2017 ,Male,576
London,United Kingdom,2017,Fall,Economics,,*Brown in the U.K. - University College London,Fall 2017 ,Male,577
London,United Kingdom,2017,Fall,Environmental Studies,,*Brown in the U.K. - University College London,Fall 2017 ,Female,578
London,United Kingdom,2017,Fall,None,,*Brown in the U.K. - University College London,Fall 2017 ,Female,579
London,United Kingdom,2017,Fall,Cognitive Neuroscience,,*Brown in the U.K. - University College London,Fall 2017 ,Female,580
London,United Kingdom,2017,Fall,Economics,Political Science,*Mid-Year Transfer Program - Brown in the UK - QUEEN MARY LONDON *Restricted Application*,Fall 2017 ,Male,581
London,United Kingdom,2017,Fall,Law,Film Studies,*Mid-Year Transfer Program - Brown in the UK - QUEEN MARY LONDON *Restricted Application*,Fall 2017 ,Female,582
London,United Kingdom,2018,Fall,History of Art and Architecture,,*Brown in the U.K. - King's College London,Fall 2018 ,Female,583
London,United Kingdom,2018,Fall,English Literature,,*Brown in the U.K. - King's College London,Fall 2018 ,Female,584
London,United Kingdom,2018,Fall,Modern Culture and Media,,*Brown in the U.K. - King's College London,Fall 2018 ,Male,585
London,United Kingdom,2018,Fall,English Literature,,*Brown in the U.K. - King's College London,Fall 2018 ,Female,586
London,United Kingdom,2018,Fall,Literary Arts,Political Science,*Brown in the U.K. - King's College London,Fall 2018 ,Female,587
London,United Kingdom,2018,Fall,English Literature,,*Brown in the U.K. - King's College London,Fall 2018 ,Female,588
London,United Kingdom,2018,Fall,None,,*Brown in the U.K. - King's College London,Fall 2018 ,Male,589
London,United Kingdom,2018,Fall,Environmental Science,None,"*Brown in the U.K. - Queen Mary College, University of London",Fall 2018 ,Female,590
London,United Kingdom,2018,Fall,Economics,,"*Brown in the U.K. - Queen Mary College, University of London",Fall 2018 ,Male,591
London,United Kingdom,2018,Fall,None,Modern Culture and Media,*Brown in the U.K. - University College London,Fall 2018 ,Female,592
London,United Kingdom,2018,Fall,Economics,,*Brown in the U.K. - University College London,Fall 2018 ,Female,593
London,United Kingdom,2018,Fall,Political Science,,*Brown in the U.K. - University College London,Fall 2018 ,Female,594
London,United Kingdom,2017,Spring,Sociology,,*Brown in the U.K. - King's College London,Spring 2017 ,Female,595
London,United Kingdom,2017,Spring,None,,*Brown in the U.K. - King's College London,Spring 2017 ,Female,596
London,United Kingdom,2017,Spring,Biology,,*Brown in the U.K. - King's College London,Spring 2017 ,Female,597
London,United Kingdom,2017,Spring,Mathematics,,*Brown in the U.K. - King's College London,Spring 2017 ,Male,598
London,United Kingdom,2017,Spring,Biology,,*Brown in the U.K. - King's College London,Spring 2017 ,Female,599
London,United Kingdom,2017,Spring,Engineering,,*Brown in the U.K. - King's College London,Spring 2017 ,Male,600
London,United Kingdom,2017,Spring,Comparative Literature,,*Brown in the U.K. - King's College London,Spring 2017 ,Female,601
London,United Kingdom,2017,Spring,International Relations,,*Brown in the U.K. - King's College London,Spring 2017 ,Female,602
London,United Kingdom,2017,Spring,Biology,,*Brown in the U.K. - King's College London,Spring 2017 ,Female,603
London,United Kingdom,2017,Spring,History,Literary Arts,*Brown in the U.K. - King's College London,Spring 2017 ,Male,604
London,United Kingdom,2017,Spring,Yes,,*Brown in the U.K. - King's College London,Spring 2017 ,Female,605
London,United Kingdom,2017,Spring,Yes,,*Brown in the U.K. - University College London,Spring 2017 ,Female,606
London,United Kingdom,2017,Spring,Economics,Philosophy,*Brown in the U.K. - University College London,Spring 2017 ,Male,607
London,United Kingdom,2017,Spring,Latin,,*Brown in the U.K. - University College London,Spring 2017 ,Male,608
London,United Kingdom,2017,Spring,Neuroscience,None,*Brown in the U.K. - University College London,Spring 2017 ,Male,609
London,United Kingdom,2017,Spring,History,,*Brown in the U.K. - University College London,Spring 2017 ,Female,610
London,United Kingdom,2017,Spring,None,None,*Brown in the U.K. - University College London,Spring 2017 ,Female,611
London,United Kingdom,2017,Spring,Computer Science,,*Brown in the U.K. - University College London,Spring 2017 ,Female,612
London,United Kingdom,2018,Spring,Modern Culture and Media,Education,"*Brown in the U.K. - Goldsmiths College, University of London",Spring 2018 ,Female,613
London,United Kingdom,2018,Spring,Biology,,*Brown in the U.K. - King's College London,Spring 2018 ,Male,614
London,United Kingdom,2018,Spring,Biology,Visual Art,*Brown in the U.K. - King's College London,Spring 2018 ,Female,615
London,United Kingdom,2018,Spring,Archeology,Middle East Studies,*Brown in the U.K. - School of Oriental and African Studies (SOAS),Spring 2018 ,Female,616
London,United Kingdom,2018,Spring,None,Africana Studies,*Brown in the U.K. - University College London,Spring 2018 ,Female,617
London,United Kingdom,2018,Spring,Africana Studies,Political Science,*Brown in the U.K. - University College London,Spring 2018 ,Female,618
London,United Kingdom,2018,Spring,Computer Science,Urban Studies,*Brown in the U.K. - University College London,Spring 2018 ,Male,619
Lyon,France,2016,Fall,Sociology,Mathematics,*Brown in France - Lyon,Fall 2016 ,Male,621
Lyon,France,2016,Fall,Public Policy and American Institutions,,*Brown in France - Lyon,Fall 2016 ,Male,622
Lyon,France,2016,Fall,International Relations,,*Brown in France - Lyon,Fall 2016 ,Female,623
Lyon,France,2016,Fall,Philosophy,Cognitive Science,*Brown in France - Lyon,Fall 2016 ,Male,624
Lyon,France,2016,Fall,Urban Studies,,*Brown in France - Lyon,Fall 2016 ,Female,625
Lyon,France,2018,Fall,Psychology,,*Brown in France - Lyon,Fall 2018 ,Female,626
Lyon,France,2018,Fall,Religious Studies,International Relations,*Brown in France - Lyon,Fall 2018 ,Female,627
Lyon,France,2018,Fall,Statistical Sciences,Political Science,*Brown in France - Lyon,Fall 2018 ,Male,628
Lyon,France,2018,Fall,Economics,,*Brown in France - Lyon,Fall 2018 ,Male,629
Lyon,France,2018,Fall,Cognitive Science,,*Brown in France - Lyon,Fall 2018 ,Male,630
Lyon,France,2018,Fall,Public Policy and American Institutions,Religious Studies,*Brown in France - Lyon,Fall 2018 ,Female,631
Lyon,France,2017,Spring,International Relations,Economics,*Brown in France - Lyon,Spring 2017 ,Female,632
Lyon,France,2017,Spring,International Relations,,*Brown in France - Lyon,Spring 2017 ,Male,633
Lyon,France,2017,Spring,Africana Studies,French,*Brown in France - Lyon,Spring 2017 ,Male,634
Lyon,France,2017,Spring,No,,*Brown in France - Lyon,Spring 2017 ,Female,635
Lyon,France,2017,Spring,Cognitive Neuroscience,,*Brown in France - Lyon,Spring 2017 ,Female,636
Lyon,France,2017,Spring,History,Comparative Literature,*Brown in France - Lyon,Spring 2017 ,Male,637
Lyon,France,2017,Spring,None,,*Brown in France - Lyon,Spring 2017 ,Male,638
Lyon,France,2018,Spring,International Relations,,*Brown in France - Lyon,Spring 2018 ,Female,639
Lyon,France,2018,Spring,International Relations,Environmental Studies,*Brown in France - Lyon,Spring 2018 ,Male,640
Lyon,France,2018,Spring,Music,,*Brown in France - Lyon,Spring 2018 ,Male,641
Melbourne,Australia,2016,Fall,Public Policy and American Institutions,,IFSA Butler - University of Melbourne,Fall 2016 ,Male,643
Melbourne,Australia,2016,Fall,Physics,,IFSA Butler - University of Melbourne,Fall 2016 ,Female,644
Melbourne,Australia,2018,Fall,Engineering,,IFSA Butler - University of Melbourne,Fall 2018 ,Female,645
Melbourne,Australia,2018,Fall,American Studies,,IFSA Butler - University of Melbourne,Fall 2018 ,Female,646
Melbourne,Australia,2018,Spring,Psychology,,IFSA Butler - University of Melbourne,Spring 2018 ,Female,647
Melbourne,Australia,2018,Spring,International Relations,,IFSA Butler - University of Melbourne,Spring 2018 ,Female,648
Monteverde,Costa Rica,2018,Spring,Environmental Science,,CIEE - Monteverde Institute: Sustainability & the Environment,Spring 2018 ,Female,649
Moscow,Russia,2017,Spring,International Relations,,Middlebury College - Russian State University for the Humanities,Spring 2017 ,Female,650
Moscow,Russia,2017,Spring,Slavic Languages,Political Science,Middlebury College - Russian State University for the Humanities,Spring 2017 ,Male,651
Paris,France,2016,Fall,Urban Studies,Economics,*Brown in France - Paris,Fall 2016 ,Male,684
Paris,France,2016,Fall,Economics,,*Brown in France - Paris,Fall 2016 ,Male,685
Paris,France,2016,Fall,Mathematics,,*Brown in France - Paris,Fall 2016 ,Female,686
Paris,France,2016,Fall,Yes,,*Brown in France - Paris,Fall 2016 ,Male,687
Paris,France,2016,Fall,International Relations,,*Brown in France - Paris,Fall 2016 ,Male,688
Paris,France,2016,Fall,Economics,,*Brown in France - Paris,Fall 2016 ,Male,689
Paris,France,2016,Fall,English Literature,,*Brown in France - Paris,Fall 2016 ,Female,690
Paris,France,2016,Fall,None,French,*Brown in France - Paris,Fall 2016 ,Male,691
Paris,France,2016,Fall,Natural Sciences,,*Brown in France - Paris,Fall 2016 ,Female,692
Paris,France,2016,Fall,Comparative Literature,,*Brown in France - Paris,Fall 2016 ,Female,693
Paris,France,2017,Fall,Public Policy and American Institutions,French,*Brown in France - Paris,Fall 2017 ,Female,694
Paris,France,2017,Fall,Art History,,*Brown in France - Paris,Fall 2017 ,Female,695
Paris,France,2017,Fall,History,,*Brown in France - Paris,Fall 2017 ,Female,696
Paris,France,2017,Fall,International Relations,,*Brown in France - Paris,Fall 2017 ,Female,697
Paris,France,2017,Fall,French,Literary Arts,*Brown in France - Paris,Fall 2017 ,Male,698
Paris,France,2017,Fall,International Relations,None,*Brown in France - Paris,Fall 2017 ,Female,699
Paris,France,2017,Fall,French,,*Brown in France - Paris,Fall 2017 ,Female,700
Paris,France,2017,Fall,International Relations,French,*Brown in France - Paris,Fall 2017 ,Female,701
Paris,France,2017,Fall,Theatre Arts and Performance Studies,French,*Brown in France - Paris,Fall 2017 ,Male,702
Paris,France,2017,Fall,History,International Relations,*Brown in France - Paris,Fall 2017 ,Female,703
Paris,France,2017,Fall,Education,History,*Brown in France - Paris,Fall 2017 ,Female,704
Paris,France,2017,Fall,Comparative Literature,Economics,*Brown in France - Paris,Fall 2017 ,Female,705
Paris,France,2017,Fall,Literary Arts,Political Science,*Brown in France - Paris,Fall 2017 ,Female,706
Paris,France,2017,Fall,International Relations,,*Brown in France - Paris,Fall 2017 ,Female,707
Paris,France,2017,Fall,Classics,,*Brown in France - Paris,Fall 2017 ,Male,708
Paris,France,2017,Fall,International Relations,,*Brown in France - Paris,Fall 2017 ,Female,709
Paris,France,2017,Fall,Political Science,Economics,*Brown in France - Paris,Fall 2017 ,Female,710
Paris,France,2017,Fall,International Relations,,*Brown in France - Paris,Fall 2017 ,Female,711
Paris,France,2018,Fall,Computational Biology,,*Brown in France - Paris,Fall 2018 ,Male,712
Paris,France,2018,Fall,International Relations,,*Brown in France - Paris,Fall 2018 ,Female,713
Paris,France,2018,Fall,Environmental Studies,,*Brown in France - Paris,Fall 2018 ,Female,714
Paris,France,2018,Fall,Computer Science,,*Brown in France - Paris,Fall 2018 ,Female,715
Paris,France,2017,Spring,Computer Science,,*Brown in France - Paris,Spring 2017 ,Male,716
Paris,France,2017,Spring,International Relations,,*Brown in France - Paris,Spring 2017 ,Female,717
Paris,France,2017,Spring,Comparative Literature,Public Policy and American Institutions,*Brown in France - Paris,Spring 2017 ,Female,718
Paris,France,2017,Spring,Computer Science,French,*Brown in France - Paris,Spring 2017 ,Female,719
Paris,France,2017,Spring,Economics,None,*Brown in France - Paris,Spring 2017 ,Female,720
Paris,France,2017,Spring,Psychology,,*Brown in France - Paris,Spring 2017 ,Male,721
Paris,France,2017,Spring,Neuroscience,,*Brown in France - Paris,Spring 2017 ,Male,722
Paris,France,2017,Spring,Public Policy and American Institutions,,*Brown in France - Paris,Spring 2017 ,Female,723
Paris,France,2017,Spring,Computer Science,None,*Brown in France - Paris Engineering Program,Spring 2017 ,Female,724
Paris,France,2018,Spring,Biology,,*Brown in France - Paris,Spring 2018 ,Female,725
Paris,France,2018,Spring,Public Policy and American Institutions,,*Brown in France - Paris,Spring 2018 ,Male,726
Paris,France,2018,Spring,Slavic Languages,Theatre Arts and Performance Studies,*Brown in France - Paris,Spring 2018 ,Female,727
Paris,France,2018,Spring,History,,*Brown in France - Paris,Spring 2018 ,Female,728
Paris,France,2018,Spring,International Relations,French,*Brown in France - Paris,Spring 2018 ,Male,729
Paris,France,2018,Spring,Theatre Arts and Performance Studies,Comparative Literature,*Brown in France - Paris,Spring 2018 ,Male,730
Paris,France,2018,Spring,English Literature,,*Brown in France - Paris,Spring 2018 ,Female,731
Paris,France,2018,Spring,Comparative Literature,,*Brown in France - Paris,Spring 2018 ,Female,732
Paris,France,2018,Spring,English Literature,Music,*Brown in France - Paris,Spring 2018 ,Female,733
Paris,France,2018,Spring,Race and Ethnicity in America,,*Brown in France - Paris,Spring 2018 ,Female,734
Paris,France,2018,Spring,International Relations,,*Brown in France - Paris,Spring 2018 ,Male,735
Paris,France,2018,Spring,Comparative Literature,,*Brown in France - Paris,Spring 2018 ,Female,736
Paris,France,2018,Spring,Economics,Art History,*Brown in France - Paris,Spring 2018 ,Female,737
Paris,France,2018,Spring,History of Art and Architecture,,*Brown in France - Paris,Spring 2018 ,Female,738
Paris,France,2018,Spring,Architecture,Modern Culture and Media,*Brown in France - Paris,Spring 2018 ,Male,739
Paris,France,2018,Spring,Computer Science,Theatre Arts and Performance Studies,*Brown in France - Paris,Spring 2018 ,Female,740
Paris,France,2018,Spring,Electrical Engineering,,*Brown in France - Paris Engineering Program,Spring 2018 ,Female,741
Paris,France,2018,Spring,Engineering,,*Brown in France - Paris Engineering Program,Spring 2018 ,Female,742
Paris,France,2018,Spring,Engineering,,*Brown in France - Paris Engineering Program,Spring 2018 ,Female,743
Paris,France,2018,Spring,Comparative Literature,,IFE - Internships in Francophone Europe,Spring 2018 ,Female,744
Prague,Czech Republic,2018,Spring,Visual Art,Modern Culture and Media,CET - Film Studies in Prague (Fall and Spring),Spring 2018 ,Female,745
Quito,Ecuador,2016,Fall,French,None,IFSA Butler - Pachaysana Institute,Fall 2016 ,Female,746
Quito,Ecuador,2018,Spring,Music,,IFSA Butler - Pachaysana Institute,Spring 2018 ,Male,747
Rabat,Morocco,2018,Spring,Psychology,,SIT - Morocco: Multiculturalism and Human Rights,Spring 2018 ,Male,748
Rio de Janiero,Brazil,2016,Fall,Political Science,,*Brown in Brazil PUC Rio (CASA),Fall 2016 ,Male,749
Rio de Janiero,Brazil,2016,Fall,Biology,,*Brown in Brazil PUC Rio (CASA),Fall 2016 ,Female,750
Rio de Janiero,Brazil,2016,Fall,None,,*Brown in Brazil PUC Rio (CASA),Fall 2016 ,Female,751
Rio de Janiero,Brazil,2016,Fall,Comparative Literature,Portuguese and Brazilian Studies,*Brown in Brazil PUC Rio (CASA),Fall 2016 ,Male,752
Rio de Janiero,Brazil,2016,Fall,International Relations,,*Brown in Brazil PUC Rio (CASA),Fall 2016 ,Female,753
Rio de Janiero,Brazil,2017,Fall,Economics,Middle East Studies,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Male,754
Rio de Janiero,Brazil,2017,Fall,Modern Culture and Media,,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Female,755
Rio de Janiero,Brazil,2017,Fall,Economics,,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Female,756
Rio de Janiero,Brazil,2017,Fall,Africana Studies,,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Female,757
Rio de Janiero,Brazil,2017,Fall,Economics,History,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Female,758
Rio de Janiero,Brazil,2017,Fall,Anthropology,,*Brown in Brazil PUC Rio (CASA),Fall 2017 ,Male,759
Rio de Janiero,Brazil,2018,Fall,International Relations,Portuguese and Brazilian Studies,*Brown in Brazil PUC Rio (CASA),Fall 2018 ,Male,760
Rio de Janiero,Brazil,2018,Fall,International Relations,Economics,*Brown in Brazil PUC Rio (CASA),Fall 2018 ,Male,761
Rome,Italy,2016,Fall,Visual Art,None,RISD: European Honors Program (EHP) Restricted to Students in One or More Specific Concentrations - *See Note,Fall 2016 ,Female,762
Rome,Italy,2017,Fall,Architecture,No,Cornell University in Rome Restricted to Students in One or More Specific Concentrations - *See Note,Fall 2017 ,Female,763
Rome,Italy,2018,Fall,Art History,Cognitive Science,Cornell University in Rome Restricted to Students in One or More Specific Concentrations - *See Note,Fall 2018 ,Female,764
Rome,Italy,2018,Fall,Architecture,,RISD: European Honors Program (EHP) Restricted to Students in One or More Specific Concentrations - *See Note,Fall 2018 ,Male,765
Rome,Italy,2017,Spring,Political Science,Anthropology,Cornell University in Rome Restricted to Students in One or More Specific Concentrations - *See Note,Spring 2017 ,Male,766
